id,date,date_source,title,url,pdf,match_conf,words
ANn907GgLPs,2020-10-08,yt_title,"Mohnish Pabrai Lecture at Boston College (Carroll School of Mgmt) - October 8, 2020",https://www.youtube.com/watch?v=ANn907GgLPs,mohnish_pabrai’s_lecture_at_the_boston_college__carroll_school_of_management__v2.pdf,date+kw,16239
iJII3_CyUvo,2020-11-05,yt_title,"Mohnish Pabrai Presentation and Q&A with UCLA Student Investment Fund - November 5, 2020",https://www.youtube.com/watch?v=iJII3_CyUvo,mohnish_pabrais_presentation_and_q_a_with_ucla_student_investment_fund_v2.pdf,date+kw,8203
pUiwBs_N5cE,2020-12-03,yt_title,"Mohnish Pabrai’s Lecture, Q&A with students of Peking Univ. (Guanghua School of Mgmt.)–Dec. 3, 2020",https://www.youtube.com/watch?v=pUiwBs_N5cE,mohnish_pabrai_q_a_at_peking_university__guanghua_school_of_mgmt__on_dec_3_2020_v2.pdf,date+kw,14412
QIUH0IzoV6E,2021-01-27,yt_title,"Mohnish Pabrai’s Q&A Session with Students at Clemson University - Jan 27, 2021",https://www.youtube.com/watch?v=QIUH0IzoV6E,mohnish_pabrais_qa_session_with_students_at_clemson_university_on_jan_27_2021_v2.pdf,date+kw,6753
NXxIQfVIzVU,2021-02-09,yt_title,"Mohnish Pabrai’s Q&A with members of Babson College Fund (Babson College students) on Feb 9, 2021",https://www.youtube.com/watch?v=NXxIQfVIzVU,mohnish_pabrais_qa_with_the_babson_college_fund__on_feb_9_2021.pdf,date+kw,8713
V_djW_RGPGA,2021-03-04,yt_title,"Mohnish Pabrai’s Q&A Session with MBA Students at Georgetown University – March 4, 2021",https://www.youtube.com/watch?v=V_djW_RGPGA,mohnish_pabrais_qa_session_at_st_georgetown_univ_march_4_2021.pdf,date+kw,8240
NEB2RfRgBSQ,2021-03-18,yt_title,"Mohnish Pabrai’s Q&A Session with MBA Students at Columbia Business School – March 18, 2021",https://www.youtube.com/watch?v=NEB2RfRgBSQ,mohnish_pabrais_qa_at_columbia_business_school_on_march_18_2021_v2.pdf,date+kw,12868
XNtWcAag9as,2021-04-01,yt_title,"Mohnish Pabrai’s Q&A Session with Students at Indiana Univ. Kelley School of Business –April 1, 2021",https://www.youtube.com/watch?v=XNtWcAag9as,mohnish_pabrais_q_a_session_at_indiana_university_kelly_school_of_business_on_april_1_2021_v2.pdf,date+kw,12235
9JYXICM3RSo,2021-05-12,pdf,The Kolkata Value Hunters Club; Q&A with Mohnish Pabrai,https://www.youtube.com/watch?v=9JYXICM3RSo,mohnish_pabrais_qa_with_the_kolkata_value_hunters_club_on_may_12_2021_v2.pdf,kw,12427
K4mggdrMHVo,2021-05-19,yt_title,"London Business School (LBS) MBA students Q&A with Mohnish Pabrai on May 19, 2021",https://www.youtube.com/watch?v=K4mggdrMHVo,mohnish_pabrai’s_q_a_session_with_london_business_school_mba_students_on_may_19_2021_v2.pdf,date+kw,8946
cJGkrSFVnns,2021-07-09,yt_title,"Mohnish Pabrai's Q&A at the Value School (Madrid, Spain) on July 9, 2021",https://www.youtube.com/watch?v=cJGkrSFVnns,value_school__madrid_spain__on_july_9_2021_transcript.pdf,date+kw,7975
p5xt09gAi-U,2021-08-02,pdf,Brown University Value Investing Speaker Series: Q&A with Mohnish Pabrai,https://www.youtube.com/watch?v=p5xt09gAi-U,q_a_with_mohnish_pabrai_at_the_brown_university_value_investing_speaker_series.pdf,kw,7875
_7UfqjD3IEg,2021-10-14,pdf,Mohnish Pabrai Lecture at Boston College,https://www.youtube.com/watch?v=_7UfqjD3IEg,mohnish_pabrai’s_lecture_at_boston_college_on_october_14_2021.pdf,manual,17149
PN3f668IKO0,2021-10-19,pdf,Mohnish Pabrai’s Q&A session with students at the University of Oxford,https://www.youtube.com/watch?v=PN3f668IKO0,mohnish_pabrai’s_q_a_session_with_students_at_the_university_of_oxford_on_october_19_2021.pdf,manual,9171
-etUrauRHgE,2021-10-26,pdf,Mohnish Pabrai’s Q&A session with students at William & Mary College,https://www.youtube.com/watch?v=-etUrauRHgE,mohnish_pabrais_q_a_session_with_students_at_william___mary_college_on_oct_26_2021.pdf,manual,8467
wT1m8J4hdpA,2021-11-18,yt_title,"Mohnish Pabrai’s Q&A session with students at The University of Georgia on November 18, 2021",https://www.youtube.com/watch?v=wT1m8J4hdpA,mohnish_pabrai’s_q_a_session_at_the_university_of_georgia_on_november_18_2021.pdf,date+kw,10845
b9ioA0J-p2M,2022-01-05,yt_title,"Mohnish Pabrai's Interview with The Wall Street Lab Podcast on January 5, 2022",https://www.youtube.com/watch?v=b9ioA0J-p2M,value_investing_great_compounders_and_lessons_from_buffett_and_munger_wall_street_lab.pdf,date+kw,8027
dzfjw0ZXVm4,2022-01-19,pdf,Value Investing Masterclass with NUS MBA students at NUS Business School,https://www.youtube.com/watch?v=dzfjw0ZXVm4,value_investing_masterclass_with_nus_mba_students_at_nus_business_school_on_january_19_2022.pdf,kw,8894
0SbspUlZW8A,2022-02-16,pdf,Mohnish Pabrai’s Q&A session with Doctors Investing Group,https://www.youtube.com/watch?v=0SbspUlZW8A,mohnish_pabrais_q_a_session_with_doctors_investing_group_on_february_16_2022.pdf,weak,8892
hQsP8ogUp8k,2022-04-04,yt_title,"Mohnish Pabrai Q&A at Harvard Business School Investment Conference - April 4, 2022",https://www.youtube.com/watch?v=hQsP8ogUp8k,mohnish_pabrais_q_a_at_the_harvard_business_school_investment_conference_april_04_2022.pdf,date+kw,7919
Y2zu_8w_2H0,2022-06-01,pdf,FINSEC Dialog Conversation with Mohnish Pabrai,https://www.youtube.com/watch?v=Y2zu_8w_2H0,finsec_dialog_conversation_with_mohnish_pabrai.pdf,kw,11540
qBdieWfouZM,2022-06-16,yt_title,"Mohnish Pabrai's Session with Narsee Monjee Institute of Management Studies on June 16, 2022",https://www.youtube.com/watch?v=qBdieWfouZM,mohnish_pabrai_lecture_on_approaches_to_value_investing_at_narsee_monjee_on_june_16_2022.pdf,date+kw,9549
E0_K-eFC8bQ,2022-07-25,yt_title,"Mohnish Pabrai's conversation with Lauren Templeton on July 25, 2022",https://www.youtube.com/watch?v=E0_K-eFC8bQ,mohnish_pabrais_conversation_with_lauren_templeton_on_july_25_2022.pdf,date+kw,7961
